2577,3540,7,done
95513,5066,8,done
92186,3759,5,done
82889,2306,2,done
61198,8287,10,done
55476,3981,9,done
26715,7137,8,done
34377,3524,6,done
86048,4649,7,done
99237,3849,5,done
99696,7463,1,done
11501,9629,5,done
77891,2708,9,done
93604,1679,4,done
25819,523,3,done
84563,6734,9,done
40333,9930,3,done
75091,8356,6,done
82134,9477,5,done
18936,2119,2,done
67115,4748,10,done
92533,1837,2,done
53879,4253,10,done
23328,4786,9,done
38525,5072,9,done
34305,4863,2,done
9,1715,7,done
19163,2484,9,done
22328,7867,6,done
47864,7146,9,done
785,7586,2,done
85833,9865,7,done
15200,5095,1,done
11518,5848,2,done
46913,2971,9,done
2598,627,2,done
39463,5047,5,done
26828,3807,2,done
82917,3141,9,done
50410,2391,10,done
41518,4350,9,done
42059,1992,1,done
67503,7674,9,done
58256,8940,10,done
3613,2550,4,done
95493,4946,3,done
78249,6804,9,done
82175,8281,10,done
14185,9237,5,done
95966,7439,2,done
12479,8334,7,done
59789,4930,6,done
84683,7266,3,done
58759,9634,3,done
91983,5392,5,done
27911,2150,7,done
47072,6797,1,done
21210,570,1,done
34743,3017,4,done
12406,3968,2,done
32489,4501,1,done
21705,6775,4,done
70241,1544,10,done
76165,2416,9,done
20425,6060,3,done
45561,6655,2,done
33397,2077,5,done
69734,5966,7,done
47101,1406,3,done
98516,4228,7,done
35811,4626,7,done
45658,4435,10,done
11684,6535,10,done
98339,4654,8,done
34836,6703,8,done
7576,3131,7,done
66708,4506,5,done
81634,40,2,done
42964,6498,2,done
55821,2035,5,done
18365,5111,1,done
70389,1056,7,done
69797,613,4,done
68138,3155,6,done
90118,5612,5,done
82336,9207,6,done
7211,3105,8,done
21412,9952,6,done
98633,4869,1,done
78012,6202,3,done
99704,9624,6,done
3293,5097,9,done
1333,2039,1,done
77164,5172,9,done
54845,1112,4,done
56777,3332,1,done
61991,2270,4,done
48343,2874,8,done
97492,258,10,done
19923,9981,1,done
59404,8271,10,done
40728,2457,1,done
39828,9874,2,done
5639,6386,7,done
98111,3984,2,done
75097,5991,10,done
33401,5250,4,done
96369,9910,1,done
47203,5596,5,done
92870,1084,8,done
60087,6607,4,done
58442,9688,8,done
79077,3836,1,done
16741,2195,4,done
36548,6948,1,done
50619,5335,9,done
12696,1080,2,done
81802,3914,2,done
53127,8716,2,done
75459,8540,8,done
2837,7843,3,done
17712,171,10,done
21161,8570,2,done
50939,2540,1,done
5334,9356,2,done
4108,1774,2,done
18271,77,6,done
69314,3409,9,done
13238,6697,9,done
163,2388,3,done
79705,3335,9,done
91387,9868,3,done
94320,1383,6,done
8644,7706,2,done
22866,676,9,done
8411,1762,1,done
59706,1894,10,done
20984,4047,9,done
58652,7167,2,done
1895,824,9,done
46757,8568,2,done
80861,3978,6,done
6351,1415,5,done
33186,3508,1,done
60091,5760,10,done
61753,4340,10,done
69782,4072,8,done
18285,1417,6,done
17341,832,5,done
6515,1479,6,done
52543,9247,5,done
19567,4742,1,done
7807,3491,3,done
19717,7993,1,done
34757,909,1,done
65341,7364,2,done
65641,4002,7,done
7605,432,10,done
95299,7555,8,done
13628,307,8,done
65011,9866,10,done
71946,3051,2,done
36704,9718,6,done
53002,1384,5,done
20453,9523,8,done
82660,8417,3,done
16185,8834,8,done
54850,7070,8,done
38130,4563,9,done
60492,1490,6,done
41336,8498,4,done
59431,7405,5,done
24312,3210,4,done
4754,719,4,done
2519,6327,9,done
24641,1299,3,done
25917,3904,3,done
19934,3087,9,done
92025,5390,3,done
69515,5142,2,done
57169,4385,6,done
18085,5657,3,done
77230,4131,9,done
56470,3915,5,done
17699,9441,2,done
42852,8496,5,done
72552,5787,8,done
2254,9103,2,done
28778,5907,9,done
59059,5847,2,done
51143,9624,9,done
84674,6966,10,done
44986,3836,4,done
27544,2857,5,done
22725,1037,8,done
33962,7709,7,done
71527,220,9,done
1188,8188,5,done
61063,408,5,done
59050,9649,6,done
81058,8245,10,done
41218,2779,6,done
27145,8375,1,done
87900,5939,7,done
68150,3421,4,done
61395,6950,7,done
41996,4731,3,done
64114,9297,4,done
32775,4967,1,done
8767,3200,7,done
91271,9648,8,done
5505,5690,10,done
30767,3031,5,done
17390,2844,1,done
27824,4167,9,done
35842,6357,4,done
67998,1770,3,done
66076,6492,8,done
50766,7234,10,done
25946,4694,8,done
94612,4875,2,done
62802,4078,2,done
27525,4261,1,done
21346,8119,10,done
12133,8491,2,done
94680,6667,3,done
87172,1702,2,done
45929,9495,8,done
74545,7505,8,done
816,5031,6,done
46614,323,7,done
95389,1802,7,done
35942,6312,1,done
58022,4184,5,done
38987,4410,5,done
79762,6068,4,done
15388,8911,10,done
43723,5516,10,done
17034,910,3,done
41218,3195,5,done
40148,97,6,done
79881,355,5,done
82622,7900,8,done
47195,9728,10,done
62133,7677,7,done
18712,2061,8,done
77763,7332,8,done
44607,6402,3,done
69579,5129,5,done
82327,1032,6,done
50995,2765,7,done
16237,4136,3,done
90021,5688,2,done
45373,3681,3,done
13561,7529,1,done
80134,2129,4,done
31666,8563,5,done
44471,7518,2,done
46585,319,9,done
4882,7921,3,done
33473,3372,9,done
16340,1085,8,done
38850,7407,10,done
87497,6546,4,done
7035,4358,5,done
39299,227,5,done
25338,2647,4,done
47925,6141,2,done
22342,9818,2,done
50950,8780,5,done
717,444,5,done
67741,1692,9,done
31904,2651,3,done
38823,3859,9,done
57017,4781,2,done
19366,5557,7,done
54525,1392,6,done
16625,6359,9,done
35649,6713,6,done
4699,2093,8,done
45127,7178,8,done
3713,4594,1,done
22260,8215,2,done
28948,8175,10,done
36984,1444,7,done
9314,2813,8,done
54336,9278,1,done
22619,6335,10,done
8765,1329,9,done
23232,7996,2,done
9281,6515,10,done
29105,7176,1,done
12145,5067,4,done
2620,6618,2,done
59145,7223,9,done
21176,7782,9,done
35740,4925,9,done
44742,4746,3,done
78643,123,9,done
38802,6985,6,done
33264,3514,6,done
59632,4115,4,done
42896,306,7,done
95119,2639,8,done
25288,4895,9,done
93382,8526,8,done
75252,9966,9,done
85229,5765,1,done
65093,5773,4,done
3779,9238,5,done
20710,7183,2,done
87392,4018,6,done
14189,1850,9,done
38087,1492,8,done
58283,9934,4,done
66042,5544,8,done
17320,6285,3,done
11532,6829,1,done
64150,3872,3,done
74956,4895,6,done
19137,3024,6,done
41920,4450,2,done
56119,8669,8,done
55123,2776,1,done
89055,6088,7,done
3732,3531,9,done
70277,5208,5,done
66518,3027,7,done
7750,4728,1,done
25210,3911,9,done
72496,7520,10,done
35092,661,8,done
34550,1373,4,done
62869,44,8,done
70960,2924,9,done
20420,4546,6,done
89479,7932,8,done
8754,3054,6,done
36524,8541,10,done
31836,8331,9,done
4359,2141,9,done
94012,7207,2,done
91279,5141,8,done
67803,2029,8,done
41657,3267,7,done
75060,4523,4,done
62902,1437,8,done
33771,7646,6,done
17395,2829,7,done
86055,4686,6,done
62999,2204,4,done
33895,252,8,done
14714,7004,8,done
68802,5852,8,done
39351,8827,1,done
93283,1884,6,done
93125,2879,1,done
58408,5851,9,done
95538,6653,1,done
38449,8788,3,done
52692,692,4,done
59500,1976,7,done
99695,9843,8,done
22824,1165,5,done
40020,7709,1,done
70401,9203,10,done
71848,6165,8,done
35239,2433,5,done
19322,555,9,done
9494,5681,1,done
6715,6821,4,done
89632,5428,3,done
40128,95,4,done
135,1813,2,done
68120,3221,10,done
30552,4634,6,done
49352,8500,4,done
43413,835,5,done
90704,4592,5,done
43220,7246,7,done
14739,2512,7,done
27839,4891,4,done
3262,8717,5,done
97622,9811,10,done
95365,5090,8,done
63411,901,9,done
57725,392,2,done
54125,7713,1,done
11360,4430,9,done
32644,6214,7,done
10830,9826,4,done
51987,4869,7,done
3267,3084,3,done
87815,6279,10,done
32843,3537,5,done
31768,5644,7,done
78022,1655,4,done
27776,69,2,done
62549,6474,7,done
92037,5398,9,done
51324,9706,5,done
51838,929,10,done
68383,993,2,done
932,7836,6,done
91660,4526,4,done
49743,3229,4,done
10781,6427,5,done
99235,5462,7,done
72789,966,5,done
45238,1433,5,done
41205,3507,9,done
80607,9332,6,done
48421,3476,8,done
37312,256,6,done
97608,8784,2,done
92198,6110,8,done
35613,7004,8,done
79134,8843,8,done
64133,5711,10,done
98045,8626,5,done
46668,8495,10,done
45205,2857,2,done
4402,3237,4,done
99593,1186,10,done
79598,2860,8,done
36600,5921,5,done
82048,4452,4,done
27538,8512,7,done
91368,6359,3,done
29118,93,1,done
25491,5094,6,done
64330,4894,8,done
67529,4196,6,done
95639,3627,4,done
17906,8255,6,done
8084,7054,9,done
30151,2821,6,done
19234,3434,9,done
74329,5828,7,done
64232,5099,10,done
35773,9031,7,done
61474,4503,6,done
81089,4706,1,done
23770,5851,8,done
14981,2163,2,done
89495,8554,4,done
8177,273,2,done
86339,5163,2,done
11967,4889,4,done
74384,3113,1,done
14923,6446,3,done
35616,5916,7,done
12965,6143,10,done
16517,9888,10,done
25949,4959,8,done
37695,3639,7,done
16721,6928,8,done
27498,1458,4,done
78955,3897,10,done
38689,4994,10,done
42869,3129,4,done
98023,2199,10,done
63229,7574,10,done
7970,9302,4,done
76254,965,5,done
12077,2139,5,done
17042,6298,7,done
23260,5863,5,done
16653,9473,8,done
25963,8121,7,done
17225,5548,4,done
70802,9063,5,done
48155,3489,3,done
68774,6026,5,done
16208,9193,3,done
40977,1680,5,done
95279,3418,3,done
34926,5620,6,done
35092,9931,1,done
23800,9924,4,done
36198,370,3,done
25108,2346,8,done
69996,176,7,done
54977,875,1,done
78567,7386,3,done
59521,8069,2,done
36041,2591,8,done
62593,2496,4,done
99049,5989,10,done
73898,5558,1,done
37734,7549,7,done
37394,8657,3,done
97227,5608,3,done
63943,6208,7,done
54512,8117,10,done
16280,3801,9,done
13398,5689,5,done
90987,8989,7,done
55163,7182,10,done
68873,8339,8,done
15482,990,8,done
4021,9141,9,done
54985,8270,4,done
54574,3029,4,done
39659,3763,3,done
7629,3261,1,done
28127,6211,1,done
88750,5535,2,done
74207,9829,10,done
72338,1659,3,done
84494,3962,10,done
7635,5575,6,done
54638,8597,8,done
15063,5980,9,done
36450,6145,3,done
97997,4875,2,done
81454,6204,5,done
14037,8070,2,done
46803,7150,4,done
81082,1594,3,done
92689,9221,8,done
12547,9272,9,done
60655,5018,8,done
73360,8359,9,done
8516,8770,6,done
88459,9156,2,done
78696,1680,8,done
59930,5475,7,done
71566,3901,8,done
83966,6925,1,done
86023,4839,10,done
63142,2781,6,done
45066,8215,6,done
38158,8378,8,done
52404,262,7,done
2728,5953,7,done
20650,9462,1,done
14659,8222,6,done
76776,4302,9,done
41087,5635,1,done
44145,9440,7,done
53135,2698,2,done
50362,2603,1,done
67454,2767,6,done
55316,6589,8,done
23652,9097,3,done
75595,6429,3,done
79854,1703,8,done
78358,3824,2,done
35662,6799,4,done
10103,5595,4,done
50328,7343,10,done
46373,4383,5,done
24642,3734,9,done
38848,526,8,done
73895,5408,1,done
4158,6305,10,done
70685,542,8,done
90592,9282,9,done
4306,6544,9,done
80577,1052,3,done
14385,5207,1,done
91571,2624,2,done
61823,7874,3,done
69689,2473,1,done
81313,405,10,done
41447,5985,9,done
80811,7752,10,done
91539,3368,7,done
6166,2264,1,done
14825,2293,3,done
83087,2073,3,done
15745,6,8,done
43153,4302,9,done
43157,8762,5,done
65990,792,4,done
4627,5846,4,done
77064,8222,4,done
22690,2464,2,done
8338,76,4,done
12890,1396,7,done
64662,8091,10,done
98864,4704,5,done
65285,8557,3,done
8482,6508,6,done
71859,2059,9,done
93879,9763,4,done
2883,5690,4,done
19763,6353,2,done
37162,5530,10,done
14613,9992,6,done
26092,4716,10,done
1323,3219,7,done
72241,391,1,done
51100,8023,2,done
30625,3518,1,done
77730,1953,4,done
30298,4673,3,done
77694,7627,10,done
85253,7572,9,done
11843,3300,8,done
7599,4310,10,done
37341,6645,10,done
5163,2301,10,done
77867,7156,3,done
30693,1377,5,done
17787,2546,7,done
1239,8719,4,done
61032,7516,2,done
31567,3527,4,done
20995,2533,1,done
97508,1109,10,done
84792,1858,8,done
98458,2022,10,done
3195,9929,5,done
31725,9727,1,done
63620,2026,8,done
41985,322,7,done
50991,5847,9,done
31185,223,5,done
66944,2928,8,done
59934,7668,6,done
71107,7070,3,done
25590,1539,8,done
38313,5676,1,done
43209,5448,2,done
6620,103,3,done
35414,6652,3,done
20931,8264,10,done
1445,4730,8,done
7988,7743,1,done
26912,7571,8,done
38005,7414,6,done
19837,3718,1,done
94112,4264,2,done
59774,2250,7,done
66730,1798,2,done
59125,8482,1,done
44616,4448,5,done
33436,9150,1,done
85582,8988,1,done
99972,3057,5,done
64779,4618,8,done
11889,1503,3,done
5514,7558,9,done
11399,3853,8,done
83155,3731,7,done
17630,7825,5,done
17989,3364,1,done
7608,4153,8,done
69508,3476,2,done
16891,2459,3,done
68353,4728,10,done
73574,7673,7,done
25765,5374,6,done
23770,2466,4,done
80022,1301,7,done
6182,8104,7,done
31697,5068,2,done
50540,7289,8,done
36374,8653,1,done
31694,6029,6,done
58406,7898,4,done
40329,927,4,done
2629,8267,3,done
94889,7842,5,done
51727,8843,8,done
86036,4221,10,done
35164,1304,6,done
89422,9738,9,done
99927,639,5,done
56674,6435,5,done
25697,6689,8,done
12147,533,7,done
60404,3850,2,done
5027,9798,7,done
36686,5310,9,done
8935,5371,1,done
40118,761,2,done
43010,3504,3,done
71620,6134,4,done
78053,1690,10,done
86675,6648,2,done
49840,6716,9,done
72850,5191,4,done
75116,9973,4,done
152,2935,9,done
84006,1268,4,done
8879,3193,7,done
79475,5489,8,done
98390,2802,8,done
33999,8593,9,done
65976,9323,1,done
30593,7110,3,done
68015,4871,1,done
9548,6182,2,done
11536,5710,8,done
1250,4119,10,done
83716,9962,5,done
96857,4178,4,done
94587,8310,2,done
19964,2088,2,done
64837,7052,4,done
80886,6425,1,done
83198,7736,5,done
36937,5186,10,done
45436,9793,9,done
76008,8341,6,done
35038,8820,8,done
30984,5869,7,done
93821,7944,3,done
29862,3926,9,done
37498,5997,2,done
64372,4050,9,done
85942,3630,3,done
18553,9691,6,done
43567,2630,8,done
2813,5314,1,done
56248,1891,6,done
71364,1701,7,done
39055,7941,8,done
90237,4497,3,done
64008,5973,8,done
35177,8111,7,done
73157,1709,2,done
37610,1264,6,done
90124,2867,2,done
50452,4995,2,done
82225,9627,6,done
47729,498,3,done
32477,3009,1,done
17594,2036,1,done
26276,7755,2,done
87212,2613,6,done
9069,1922,9,done
54689,3516,4,done
53696,5771,3,done
36242,9747,3,done
58525,3867,3,done
16556,6569,9,done
43735,582,7,done
91572,9038,3,done
41543,5052,1,done
25142,9185,7,done
49445,8915,9,done
53936,2029,8,done
29643,81,10,done
61572,5959,7,done
36787,8788,9,done
81446,191,6,done
45888,894,2,done
1984,9745,9,done
91186,1476,10,done
86863,8450,1,done
54081,6481,2,done
22280,7520,9,done
73370,1632,6,done
66837,1447,7,done
75801,585,10,done
60622,6226,7,done
52997,7727,2,done
62341,4157,10,done
60885,2812,7,done
85345,5008,10,done
32659,3300,10,done
56360,9199,7,done
17772,4286,10,done
84146,2888,6,done
33892,1192,2,done
78617,4116,10,done
32725,6597,7,done
76089,5406,9,done
6517,1133,10,done
80249,1386,10,done
26734,1120,8,done
16574,5756,4,done
82305,7574,6,done
99974,8551,3,done
48813,9439,6,done
55676,1002,5,done
6556,4892,1,done
64689,2325,4,done
79501,9718,1,done
15560,5924,5,done
94901,1794,5,done
94742,3937,6,done
99742,7298,9,done
91384,9055,5,done
81937,1392,4,done
40654,3095,3,done
8530,646,9,done
43943,2496,8,done
64295,468,8,done
33448,6565,3,done
75687,7143,7,done
36253,4882,6,done
86821,3869,4,done
60158,9041,5,done
86846,7419,2,done
94259,3545,10,done
16581,7450,9,done
39755,8016,3,done
76063,9465,6,done
35613,271,3,done
81076,9416,9,done
19905,5758,4,done
22479,9473,7,done
86890,2595,2,done
46408,5650,6,done
16929,1948,8,done
13752,1443,7,done
88493,4577,6,done
51045,7881,10,done
42156,8514,6,done
45275,7892,3,done
68710,8202,9,done
26387,3323,3,done
98653,442,4,done
54972,6117,1,done
46115,9514,6,done
88326,7576,5,done
90657,8301,1,done
82770,229,5,done
82600,8471,7,done
59764,232,7,done
294,6006,7,done
62610,8399,9,done
35191,245,2,done
44052,3217,6,done
93112,5768,6,done
77663,934,8,done
31666,3979,3,done
2624,7966,5,done
9651,7557,7,done
22712,4020,8,done
32259,3321,4,done
22416,4274,3,done
17178,8949,6,done
38885,474,2,done
62789,9810,7,done
8825,3650,7,done
78190,5800,3,done
78088,3337,4,done
53540,6216,3,done
31817,2264,9,done
61729,1106,2,done
80325,4742,4,done
51463,5776,9,done
8361,8284,6,done
48369,6361,10,done
2838,7092,6,done
87895,1883,8,done
49623,8038,3,done
18618,6005,7,done
6614,419,4,done
2080,1765,9,done
61415,7495,8,done
76876,1979,3,done
3919,2574,1,done
58877,2518,7,done
49724,2334,3,done
70212,6303,2,done
56650,5930,10,done
97497,6747,7,done
4400,9247,4,done
52062,3613,10,done
73306,3570,10,done
9016,8072,9,done
50981,694,8,done
71151,8076,1,done
30830,9239,1,done
35036,4437,8,done
37933,3681,4,done
17752,9735,10,done
21817,1100,10,done
60460,6458,9,done
38629,4965,10,done
49278,4256,6,done
43240,8856,5,done
93815,2624,1,done
79666,2400,4,done
29278,8890,7,done
37832,8988,4,done
82463,9006,10,done
77727,6468,4,done
71877,26,4,done
95513,5948,6,done
36377,5429,4,done
15452,4075,9,done
8838,5058,7,done
42299,9937,5,done
39610,4224,3,done
89083,9326,4,done
44812,3635,2,done
26971,4340,1,done
19540,3780,4,done
62449,5433,2,done
7127,1158,8,done
22211,2255,1,done
33350,6776,7,done
23470,3553,4,done
7339,8462,7,done
29635,5542,2,done
73275,6088,1,done
11266,2014,4,done
83308,6660,9,done
16904,8762,8,done
36881,2116,5,done
56054,1211,3,done
9069,584,5,done
71327,9893,10,done
9858,4664,7,done
59979,1123,3,done
85135,168,3,done
90030,9657,9,done
86023,3120,2,done
60218,3439,6,done
44174,8520,10,done
4568,7163,2,done
49729,1299,6,done
26672,562,9,done
8991,4278,9,done
47315,1237,2,done
46074,6609,6,done
73612,510,4,done
3614,7439,1,done
79664,4032,1,done
89169,3442,10,done
53599,9992,9,done
93451,5130,4,done
4749,1303,10,done
71835,6532,2,done
86537,559,9,done
19036,6503,8,done
89571,8800,10,done
44685,5240,1,done
12084,7858,3,done
11509,4605,5,done
57263,1390,7,done
58047,1730,9,done
12118,8824,9,done
74396,2070,10,done
21000,8890,4,done
48339,307,7,done
14959,3041,1,done
91376,945,6,done
25348,3143,10,done
76604,2013,5,done
27779,450,9,done
61986,331,7,done
90255,6988,3,done
40322,5883,7,done
12574,3639,5,done
96931,9858,10,done
58993,6548,8,done
90186,4898,9,done
12715,7914,1,done
20804,7087,9,done
20515,2569,3,done
35674,5617,5,done
81464,4377,3,done
38885,7254,1,done
18806,8887,4,done
51906,1928,8,done
35056,9995,9,done
52173,6756,5,done
27464,2436,7,done
78304,8560,2,done
38269,891,2,done
3712,4172,10,done
13196,3460,10,done
39139,9647,8,done
45122,3670,10,done
37013,2424,10,done
47581,9138,10,done
66327,9085,1,done
18394,7447,10,done
96910,9680,3,done
36679,5955,9,done
65161,4577,6,done
69752,443,10,done
10763,1008,8,done
23289,2812,1,done
87944,7913,1,done
770,2999,2,done
49983,7108,4,done
32115,8587,8,done
70996,8322,6,done
74803,8926,9,done
9420,9680,6,done
98161,1451,6,done
16316,3821,2,done
40181,9110,8,done
27122,3862,4,done
97209,1753,4,done
95976,8050,6,done
20577,1443,3,done
46602,1424,3,done
42543,5195,9,done
98590,2283,6,done
83612,4052,6,done
25784,3311,10,done
50202,2664,6,done
88072,296,4,done
1526,690,2,done
24902,7207,1,done
11642,4618,3,done
74714,2867,1,done
83977,9904,10,done
65525,6336,2,done
78417,8663,3,done
13786,3111,2,done
79891,5908,3,done
93846,8419,4,done
98227,8903,7,done
32673,4922,2,done
75033,3565,4,done
90943,7542,10,done
43156,679,5,done
13830,603,9,done
2882,4245,10,done
79041,5053,4,done
7925,8883,3,done
29315,7362,2,done
27828,8318,2,done
87453,8310,10,done
38130,3290,6,done
59032,7436,1,done
80694,7521,6,done
20894,3944,4,done
45747,900,8,done
73844,5592,3,done
31402,9673,3,done
4618,2160,2,done
54005,3686,3,done
66266,3784,10,done
52014,1496,8,done
31802,1793,9,done
63132,7117,4,done
72232,5135,9,done
90295,1160,9,done
71312,3503,10,done
40928,2080,5,done
29883,1244,6,done
68497,2522,2,done
18703,8031,6,done
63385,8216,2,done
44663,1352,8,done
31934,1077,1,done
85262,8357,2,done
50768,2706,10,done
42700,5082,7,done
13874,5148,9,done
41646,3922,3,done
66060,4781,6,done
71483,4989,7,done
31184,7626,3,done
18579,2642,1,done
2622,9591,9,done
24126,9170,6,done
98476,4018,2,done
13559,5911,2,done
71153,568,4,done
81037,5424,1,done
22309,7239,8,done
52481,6156,8,done
70905,7418,6,done
50150,6284,7,done
54982,5907,10,done
20220,6257,3,done
68383,7384,7,done
36845,4623,8,done
42752,5820,1,done
8172,3959,10,done
19343,7947,1,done
67449,8731,3,done
86510,3081,2,done
64899,6848,4,done
43719,4731,4,done
77815,1233,3,done
20718,7323,8,done
27865,8301,2,done
45956,2666,4,done
82545,9499,4,done
56224,8239,9,done
72865,428,3,done
90546,5380,10,done
87983,5752,3,done
80294,2680,9,done
73824,3845,1,done
4759,186,4,done
30278,977,1,done
53887,9410,1,done
86016,8105,4,done
76741,390,4,done
36439,480,6,done
32681,8937,4,done
86186,7455,6,done
37987,144,8,done
45910,8912,10,done
91033,4401,8,done
81882,7156,8,done
27487,7670,7,done
54708,3357,10,done
63297,8951,6,done
36980,6517,7,done
5946,8658,2,done
8095,7281,2,done
48678,7901,1,done
77500,1603,4,done
20504,9773,6,done
63597,9680,9,done
12004,8043,9,done
23051,8250,5,done
75914,7145,5,done
47585,5401,3,done
51240,8570,5,done
72325,4039,9,done
52290,9141,5,done
1324,1617,2,done
37905,9267,9,done
